Genes,log2FoldChange,padj,D_Basal_EvsT,D_Basal_myoepithelial_EvsT,D_Luminal_1_1_EvsT,D_Luminal_1_2_EvsT,D_Luminal_2_EvsT,Phi_Basal_TvsE,Phi_Basal_myoepithelial_TvsE,Phi_Luminal_1_1_TvsE,Phi_Luminal_1_2_TvsE,Phi_Luminal_2_TvsE,Phi_Basal_EvsT,Phi_Basal_myoepithelial_EvsT,Phi_Luminal_1_1_EvsT,Phi_Luminal_1_2_EvsT,Phi_Luminal_2_EvsT,log2FC_Basal_EvsT,log2FC_Basal_myoepithelial_EvsT,log2FC_Luminal_1_1_EvsT,log2FC_Luminal_1_2_EvsT,log2FC_Luminal_2_EvsT,LOG(padj)
ROPN1B,-3.971244721,3.70E-54,-3.74E-05,-3.47E-05,-0.000157537,-3.37E-06,-1.51E-06,0.000037492,0.000034808,0.000157649,3.53E-06,1.59E-06,9.82E-08,8.07E-08,1.12E-07,1.62E-07,8.80E-08,-8.577078979,-8.752993911,-10.45600337,-4.446786986,-4.180412774,53.43179828
SLC36A4,-1.151880945,3.76E-54,-3.78E-06,-2.27E-06,-2.51E-06,-3.52E-06,-1.27E-05,3.87E-06,2.35E-06,2.62E-06,3.68E-06,1.28E-05,9.40E-08,7.73E-08,1.07E-07,1.55E-07,8.42E-08,-5.364198509,-4.924694211,-4.605700924,-4.566097011,-7.244995142,53.42481216
GYLTL1B,-1.824989153,3.91E-54,-7.88E-05,-0.000295766,-3.94E-06,-4.89E-06,-2.29E-06,7.90E-05,0.000296023,4.13E-06,5.15E-06,2.43E-06,1.85E-07,2.57E-07,1.85E-07,2.63E-07,1.36E-07,-8.73819478,-10.17000029,-4.476239218,-4.289538044,-4.158627497,53.40782324
PRDX4,-0.979085326,4.53E-54,-0.000020521,-0.00002234,-0.000025873,-0.000024017,-0.000028689,0.000195787,0.000184168,0.000211925,0.000241937,0.00013179,0.000175266,0.000161828,0.000186052,0.00021792,0.000103101,-0.159738821,-0.18656116,-0.187847888,-0.150832813,-0.354182579,53.3439018
PWP2,-0.763533141,4.85E-54,-0.000128916,-0.000416331,-7.62E-06,-2.01E-05,-5.61E-05,0.000138049,0.000452147,8.44E-06,0.000022131,5.99E-05,9.13E-06,3.58E-05,8.27E-07,1.99E-06,3.81E-06,-3.91788303,-3.658123819,-3.351676079,-3.473750119,-3.975395178,53.31425826
NXN,-1.342801095,5.03E-54,-0.000322092,-0.000275224,-0.000128332,-3.01E-05,-3.01E-06,0.000334924,0.000288146,0.000132401,3.15E-05,3.29E-06,0.000012832,1.29E-05,4.07E-06,1.38E-06,2.76E-07,-4.706015808,-4.478921037,-5.024209391,-4.512854693,-3.572940789,53.29843201
RAD54L,-1.716454258,5.24E-54,-4.41E-05,-3.70E-05,-6.81E-06,-2.73E-06,-1.56E-06,4.42E-05,3.70E-05,6.92E-06,2.89E-06,1.64E-06,9.46E-08,7.78E-08,1.08E-07,1.56E-07,8.48E-08,-8.866461803,-8.895139562,-5.997999852,-4.208417373,-4.274815153,53.28066871
C1QL4,-3.805048629,5.64E-54,-5.81E-08,-5.43E-08,-6.63E-08,-8.83E-08,-6.99E-08,7.54E-08,6.86E-08,8.61E-08,1.17E-07,8.54E-08,1.73E-08,1.42E-08,1.98E-08,2.86E-08,1.55E-08,-2.121095388,-2.26726785,-2.119188161,-2.030904351,-2.458833674,53.2487209
ZCCHC18,-1.555890222,6.23E-54,-5.81E-08,-5.43E-08,-6.63E-08,-8.83E-08,-6.99E-08,7.54E-08,6.86E-08,8.61E-08,1.17E-07,8.54E-08,1.73E-08,1.42E-08,1.98E-08,2.86E-08,1.55E-08,-2.121095388,-2.26726785,-2.119188161,-2.030904351,-2.458833674,53.20551195
DNER,-3.212599674,6.89E-54,-2.21E-06,-1.93E-06,-3.56E-05,-3.61E-05,-4.94E-06,2.33E-06,2.04E-06,3.58E-05,3.63E-05,5.05E-06,1.25E-07,1.09E-07,1.48E-07,1.98E-07,1.13E-07,-4.224753886,-4.222477257,-7.917086002,-7.516996352,-5.482085135,53.16178078
RAD51AP1,-1.520335466,7.65E-54,-8.80E-05,-4.44E-05,-5.33E-06,-5.96E-06,-1.19E-05,8.82E-05,0.000044481,5.48E-06,6.18E-06,1.20E-05,1.40E-07,1.12E-07,1.54E-07,2.27E-07,1.18E-07,-9.296392756,-8.634590435,-5.157688876,-4.76712291,-6.667129282,53.11633856
WNT10A,-2.243769214,7.92E-54,-1.61E-06,-5.82E-06,-1.06E-06,-2.91E-06,-7.91E-07,1.69E-06,5.89E-06,1.16E-06,3.04E-06,8.63E-07,8.07E-08,6.64E-08,9.23E-08,1.33E-07,7.24E-08,-4.387418561,-6.471066174,-3.646118688,-4.513334631,-3.576050435,53.10127482
H2BFXP,-2.153635915,8.05E-54,-5.81E-08,-5.43E-08,-6.63E-08,-8.83E-08,-6.99E-08,7.54E-08,6.86E-08,8.61E-08,1.17E-07,8.54E-08,1.73E-08,1.42E-08,1.98E-08,2.86E-08,1.55E-08,-2.121095388,-2.26726785,-2.119188161,-2.030904351,-2.458833674,53.09420412
MSH6,-0.768701745,8.09E-54,0.000016949,0.000025968,4.46E-06,0.000004961,-3.12E-06,0.000199404,0.000370331,9.46E-05,0.000122783,4.73E-05,0.000216353,0.000396299,9.91E-05,0.000127744,4.42E-05,0.117692775,0.097774006,0.066499504,0.057144706,-0.098513413,53.09205148
MASTL,-0.923996674,9.48E-54,-8.10E-05,-1.30E-05,-0.000114487,-6.16E-05,-7.34E-05,8.12E-05,1.32E-05,0.000114788,6.20E-05,7.37E-05,2.55E-07,1.67E-07,3.01E-07,3.93E-07,2.33E-07,-8.315653297,-6.302898364,-8.573986447,-7.302583318,-8.303303366,53.02319166
HEPHL1,-4.353663314,9.53E-54,-1.83E-05,-1.32E-05,-6.34E-06,-3.70E-06,-1.95E-06,1.84E-05,0.000013306,6.45E-06,3.86E-06,2.04E-06,9.61E-08,7.90E-08,1.10E-07,1.59E-07,8.61E-08,-7.582989046,-7.395995787,-5.876098747,-4.605264438,-4.563359735,53.0209071
CXCL5,-4.250520751,1.01E-53,-1.11E-06,-9.91E-07,-6.78E-05,-1.64E-05,-1.13E-06,1.19E-06,1.06E-06,6.79E-05,1.65E-05,0.000001211,8.57E-08,7.04E-08,9.80E-08,1.41E-07,7.68E-08,-3.797950678,-3.913868805,-9.437424568,-6.869587541,-3.979230548,52.99567863
DDX47,-0.589742899,1.06E-53,-9.52E-06,-8.95E-06,2.52E-06,-9.01E-06,-1.44E-05,9.12E-05,5.11E-05,0.000373622,0.000395338,8.05E-05,8.17E-05,4.21E-05,0.000376144,0.000386324,6.61E-05,-0.158935813,-0.277962568,0.00970567,-0.033275328,-0.284564335,52.97469413
C1orf198,-0.949800231,1.40E-53,-1.63E-06,-2.75E-06,0.000012213,0.000082302,-9.89E-06,0.000023216,9.29E-06,0.000209876,0.00079302,0.000135641,2.16E-05,6.53E-06,0.000222089,0.000875322,0.000125752,-0.105217329,-0.507458443,0.081600739,0.14245658,-0.10921198,52.85387196
ABTB2,-1.729365385,2.12E-53,-2.61E-06,-2.89E-06,-3.90E-05,-0.000100233,-2.31E-05,2.78E-06,3.03E-06,3.92E-05,0.000100562,2.33E-05,1.66E-07,1.42E-07,1.97E-07,3.29E-07,1.49E-07,-4.06676455,-4.418396204,-7.6341862,-8.257954203,-7.286376229,52.67366414
XPNPEP1,-0.601535638,2.20E-53,-0.000103464,-1.77E-05,-0.000148218,-0.000208928,-0.000204948,0.000190033,3.01E-05,0.00026252,0.000370921,0.000312241,0.000086569,1.24E-05,0.000114302,0.000161993,0.000107293,-1.134327571,-1.280291847,-1.199576691,-1.195180476,-1.541104033,52.65757732
LOC100302401,-1.044916772,2.33E-53,-5.81E-08,-5.43E-08,-6.63E-08,-8.83E-08,-6.99E-08,7.54E-08,6.86E-08,8.61E-08,1.17E-07,8.54E-08,1.73E-08,1.42E-08,1.98E-08,2.86E-08,1.55E-08,-2.121095388,-2.26726785,-2.119188161,-2.030904351,-2.458833674,52.63264408
CAD,-0.769957367,2.56E-53,-0.0000517,-0.000039455,-1.74E-05,-1.47E-05,-0.000067649,0.000277789,0.000231097,9.62E-05,6.19E-05,0.000255108,0.000226089,0.000191642,7.88E-05,4.72E-05,0.000187459,-0.29709867,-0.270084757,-0.287654934,-0.390405232,-0.44453305,52.59176003
LIPG,-2.093562328,3.30E-53,-6.19E-06,-2.19E-05,-5.50E-06,-7.07E-06,-3.51E-06,6.31E-06,2.20E-05,5.64E-06,7.27E-06,3.61E-06,1.18E-07,1.05E-07,1.35E-07,1.96E-07,1.08E-07,-5.747261813,-7.708867061,-5.381479703,-5.213309959,-5.068784192,52.48148606
FAM57A,-1.037088101,3.94E-53,-4.14E-05,-1.14E-05,-5.66E-06,-2.31E-05,-1.15E-05,4.15E-05,1.16E-05,5.83E-06,0.000023303,1.17E-05,1.50E-07,1.22E-07,1.66E-07,2.36E-07,1.24E-07,-8.114054125,-6.569478512,-5.136639884,-6.628565191,-6.558474088,52.40450378
MOGS,-0.679693941,4.27E-53,-4.66E-06,-0.000019354,-0.000015113,-0.000013776,-0.000024245,6.95E-05,0.000275474,0.000217884,0.000184871,0.000178763,6.48E-05,0.00025612,0.000202771,0.000171095,0.000154518,-0.100105455,-0.105096245,-0.103708923,-0.111721333,-0.210273252,52.36957212
BAK1,-0.83540898,4.56E-53,-8.25E-06,-7.99E-05,-4.21E-05,-0.000214774,-9.03E-05,8.44E-06,8.01E-05,4.23E-05,0.000215138,9.05E-05,1.85E-07,1.60E-07,2.20E-07,3.64E-07,1.72E-07,-5.508372049,-8.965447453,-7.586127387,-9.205167422,-9.043772364,52.34103516
PSMB4,-0.863771004,6.43E-53,0.00000356,3.02E-06,2.48E-06,0.000010878,-0.000015979,0.000116725,0.000268767,0.000127875,0.000245458,0.000197474,0.000120285,0.000271784,0.000130355,0.000256336,0.000181495,0.043343156,0.016104516,0.027711681,0.062559918,-0.121732912,52.19178903
PRSS27,-1.901530342,6.46E-53,-3.52E-06,-1.50E-06,-2.58E-05,-4.17E-06,-2.01E-06,3.62E-06,1.58E-06,2.59E-05,4.33E-06,2.10E-06,9.36E-08,7.70E-08,1.07E-07,1.55E-07,8.39E-08,-5.272143727,-4.359378574,-7.917699865,-4.807348256,-4.644678004,52.18976748
LOC221710,-0.786130988,7.40E-53,-4.83E-05,-5.12E-05,-5.21E-05,-6.27E-05,-4.18E-05,4.84E-05,5.13E-05,5.23E-05,6.29E-05,4.19E-05,1.23E-07,1.01E-07,1.42E-07,2.03E-07,1.08E-07,-8.622640639,-8.993290422,-8.520424743,-8.278048266,-8.595735238,52.13076828
CDCA3,-1.705363213,7.58E-53,-0.000234494,-1.03E-05,-6.65E-06,-4.26E-06,-4.82E-06,0.000234657,1.04E-05,6.80E-06,4.50E-06,4.94E-06,1.63E-07,1.13E-07,1.59E-07,2.36E-07,1.20E-07,-10.4874531,-6.527756477,-5.42302229,-4.254438359,-5.364133306,52.12033079
LTV1,-0.706743853,8.00E-53,-4.96E-05,-3.01E-05,-4.47E-05,-0.000192864,-0.000348052,5.01E-05,3.05E-05,4.52E-05,0.000194804,0.000349575,5.40E-07,4.08E-07,5.41E-07,1.94E-06,1.52E-06,-6.537758902,-6.223152,-6.385422218,-6.649867459,-7.842153932,52.09691001
ACBD7,-1.913236703,8.42E-53,-3.05E-06,-2.15E-05,-6.06E-06,-5.97E-06,-7.60E-06,3.15E-06,2.16E-05,6.18E-06,6.13E-06,7.69E-06,9.95E-08,8.18E-08,1.14E-07,1.64E-07,8.92E-08,-4.985131227,-8.045610756,-5.762813395,-5.221836149,-6.430718959,52.07468791
CMAS,-0.814559273,8.54E-53,-6.45E-05,-8.08E-05,-0.000226844,-0.000215531,-0.000161436,7.88E-05,9.89E-05,0.000281299,0.000270548,0.000195472,1.43E-05,1.81E-05,5.45E-05,5.50E-05,3.40E-05,-2.459176356,-2.450685428,-2.368978594,-2.297922086,-2.521845519,52.06854213
ODAM,-6.130445449,9.15E-53,-2.58E-05,-1.46E-06,-3.75E-05,-2.48E-06,-1.35E-06,2.59E-05,1.53E-06,3.76E-05,2.62E-06,1.43E-06,9.01E-08,7.40E-08,1.03E-07,1.49E-07,8.07E-08,-8.16518298,-4.370122519,-8.511459717,-4.141739692,-4.148614103,52.03857891
NIPAL4,-2.731306579,1.06E-52,6.75E-08,8.88E-07,-1.46E-07,-2.39E-07,-2.59E-07,3.17E-07,2.88E-07,3.61E-07,4.90E-07,3.57E-07,3.85E-07,1.18E-06,2.15E-07,2.51E-07,9.83E-08,0.278120247,2.03010181,-0.748877341,-0.965487515,-1.862342701,51.97469413
LPO,-3.158409277,1.10E-52,-6.07E-07,-7.80E-07,-7.60E-06,-1.27E-06,-1.32E-06,9.06E-07,1.00E-06,8.97E-06,1.81E-06,1.50E-06,2.99E-07,2.22E-07,1.38E-06,5.33E-07,1.81E-07,-1.599246727,-2.176620391,-2.705861192,-1.761926339,-3.053473283,51.95860731
YES1,-0.887878271,1.11E-52,-1.07E-05,-0.000018,-2.15E-05,-0.000056497,-0.000073327,8.79E-05,0.000183002,0.000111026,0.000365382,0.000275568,0.000077185,0.000165002,8.96E-05,0.000308885,0.000202241,-0.187442539,-0.149375904,-0.309892202,-0.242335751,-0.446332864,51.95467702
FAHD2A,-0.934846103,1.25E-52,-2.00E-05,-5.87E-05,-2.69E-05,-2.27E-05,-1.42E-05,2.01E-05,5.88E-05,2.70E-05,2.29E-05,1.43E-05,1.26E-07,1.02E-07,1.40E-07,2.07E-07,1.12E-07,-7.323839988,-9.175071503,-7.58888594,-6.791237909,-7.000177058,51.90308999
ATOH7,-3.331761306,1.55E-52,-5.81E-08,-5.43E-08,-6.63E-08,-8.83E-08,-6.99E-08,7.54E-08,6.86E-08,8.61E-08,1.17E-07,8.54E-08,1.73E-08,1.42E-08,1.98E-08,2.86E-08,1.55E-08,-2.121095388,-2.26726785,-2.119188161,-2.030904351,-2.458833674,51.8096683
RPS7,-0.928424198,1.79E-52,0.000014284,0.000007177,0.00001286,0.000018638,-0.000007404,0.000195094,0.000182962,0.000207635,0.000240123,0.000132431,0.000209378,0.000190139,0.000220495,0.000258761,0.000125027,0.101940452,0.055510437,0.086696289,0.107846596,-0.08300119,51.74714697
C13orf34,-0.970802941,1.84E-52,-7.08E-06,-3.29E-06,-4.02E-06,-6.29E-06,-4.24E-06,7.18E-06,3.37E-06,4.13E-06,6.45E-06,4.32E-06,9.70E-08,7.97E-08,1.11E-07,1.60E-07,8.69E-08,-6.209054513,-5.400109514,-5.21925677,-5.332204735,-5.636655643,51.73518218
NARF,-0.847097163,1.96E-52,-0.000107041,-0.000284966,-0.000209349,-0.000190504,-0.000110054,0.000111463,0.000294258,0.000217206,0.000200041,0.000113344,4.42E-06,9.29E-06,7.86E-06,9.54E-06,3.29E-06,-4.655744891,-4.984891228,-4.788897518,-4.39067388,-5.106441548,51.70774393
TNFRSF21,-1.422262649,2.00E-52,-7.15E-05,-4.33E-05,-0.000052059,-0.000526414,-0.000285544,9.10E-05,5.54E-05,6.75E-05,0.000667763,0.000344615,1.95E-05,1.22E-05,1.55E-05,0.000141349,5.91E-05,-2.223149742,-2.188513696,-2.127458609,-2.240074481,-2.544458674,51.69897
STK38L,-1.063272918,2.42E-52,-0.000022377,-0.000042772,-6.96E-06,-0.000029588,-0.000047167,0.000206596,0.000270251,2.46E-05,0.000141697,0.000153939,0.000184219,0.000227479,1.76E-05,0.000112109,0.000106772,-0.165390456,-0.248566589,-0.479726562,-0.337907113,-0.527825418,51.61618463
LSM6,-0.700043277,2.59E-52,-2.52E-06,-3.14E-06,-3.17E-06,-2.97E-06,-1.07E-06,2.61E-06,3.21E-06,3.28E-06,3.12E-06,1.15E-06,8.80E-08,7.23E-08,1.01E-07,1.45E-07,7.88E-08,-4.890522023,-5.471978729,-5.024986823,-4.424411365,-3.860543127,51.58670024
CCNA1,-2.750459865,2.73E-52,-1.50E-06,-6.51E-06,-8.40E-07,-1.63E-06,-1.23E-06,1.58E-06,6.57E-06,9.31E-07,1.76E-06,1.30E-06,7.90E-08,6.50E-08,9.04E-08,1.30E-07,7.08E-08,-4.320083216,-6.660948175,-3.364818357,-3.755870017,-4.200690213,51.56383735
DUSP7,-0.760108279,2.97E-52,-7.48E-05,-0.000141317,-7.89E-06,-2.90E-05,-3.10E-06,7.50E-05,0.000141445,8.04E-06,2.92E-05,3.22E-06,1.39E-07,1.28E-07,1.53E-07,2.22E-07,1.18E-07,-9.075802097,-10.11333473,-5.717030534,-7.039017457,-4.767366409,51.52724355
C1orf163,-0.748300434,3.09E-52,-2.99E-06,-2.30E-06,-9.60E-06,-5.73E-06,-5.29E-06,3.15E-06,2.45E-06,9.78E-06,5.98E-06,5.43E-06,1.60E-07,1.49E-07,1.82E-07,2.51E-07,1.44E-07,-4.300515927,-4.041880164,-5.746146212,-4.576839659,-5.236381931,51.51004152
MED8,-0.582471539,3.31E-52,-0.000215089,-0.000147714,-8.82E-05,-0.000198484,-0.000172109,0.000221861,0.000151996,9.11E-05,0.000204269,0.000175781,6.77E-06,4.28E-06,2.83E-06,5.78E-06,3.67E-06,-5.033840828,-5.149483465,-5.007791606,-5.142029458,-5.581088915,51.48017201
PIM1,-1.324854107,4.83E-52,-2.82E-05,-5.83E-05,-0.000343032,-0.000393318,-0.000159664,2.97E-05,0.000061204,0.000354691,0.000407591,0.000163428,1.43E-06,2.89E-06,1.17E-05,1.43E-05,3.76E-06,-4.370714815,-4.406867709,-4.927096263,-4.835741473,-5.440413399,51.31605287
CXCL1,-3.080595578,5.53E-52,-8.37E-06,-7.44E-06,-3.54E-05,-3.76E-06,-3.28E-06,8.47E-06,7.53E-06,3.55E-05,3.92E-06,3.37E-06,1.00E-07,8.23E-08,1.14E-07,1.65E-07,8.97E-08,-6.403787933,-6.515633004,-8.278037663,-4.569449088,-5.232310213,51.25727487
IL2RA,-2.151050385,6.39E-52,-3.53E-05,-1.42E-06,-2.07E-06,-3.69E-06,-1.50E-06,3.54E-05,1.50E-06,2.17E-06,3.84E-06,1.58E-06,8.83E-08,7.26E-08,1.01E-07,1.46E-07,7.91E-08,-8.646493192,-4.366472264,-4.427269421,-4.717794009,-4.321189399,51.19449914
CIB2,-1.655352941,6.59E-52,-2.77E-06,-5.45E-06,-1.46E-06,-1.28E-06,-9.70E-07,2.94E-06,5.60E-06,1.62E-06,1.52E-06,1.10E-06,1.71E-07,1.50E-07,1.61E-07,2.44E-07,1.29E-07,-4.106796816,-5.220549602,-3.330862988,-2.639426431,-3.094396155,51.18111459
MRPS9,-0.659417127,7.55E-52,-5.33E-05,-7.05E-05,-5.51E-05,-0.000136646,-7.22E-05,5.35E-05,7.07E-05,0.000055318,0.000137009,7.24E-05,2.03E-07,1.75E-07,2.56E-07,3.63E-07,1.78E-07,-8.041794243,-8.661964243,-7.755112017,-8.56108729,-8.670554282,51.12205305
UNC13D,-1.623568107,7.82E-52,-1.48E-05,-6.10E-05,-7.19E-05,-0.000222272,-0.000302856,1.51E-05,6.13E-05,0.000072351,0.000223357,0.000303626,3.05E-07,3.66E-07,4.73E-07,1.08E-06,7.70E-07,-5.628408074,-7.387442988,-7.258148783,-7.686137698,-8.622917679,51.10679325
BRI3,-0.814681677,8.99E-52,-4.09E-05,-0.000214732,-0.000195433,-9.05E-05,-1.81E-05,7.13E-05,0.000394183,0.000341512,0.000163204,2.66E-05,3.04E-05,0.000179451,0.000146079,7.27E-05,8.50E-06,-1.231467243,-1.135275596,-1.225187478,-1.167355785,-1.642989593,51.04624031
MDFI,-1.981143954,9.31E-52,-0.000151285,-0.000235386,-2.91E-05,-0.000165583,-4.20E-05,0.000157516,0.000242942,3.06E-05,0.000172496,4.36E-05,6.23E-06,7.56E-06,1.51E-06,6.91E-06,1.63E-06,-4.659870016,-5.006759496,-4.33842289,-4.641192739,-4.737520686,51.03105032
NCRNA00162,-4.078697779,9.31E-52,-2.83E-06,-6.41E-06,-4.60E-07,-1.16E-06,-6.29E-07,2.91E-06,6.48E-06,5.54E-07,1.30E-06,7.02E-07,8.18E-08,6.73E-08,9.36E-08,1.35E-07,7.34E-08,-5.153112252,-6.589808755,-2.564985018,-3.265161749,-3.258485455,51.03105032
PRIM2,-0.887864704,1.14E-51,-6.19E-06,-5.92E-06,-4.44E-06,-1.00E-05,-1.06E-05,6.39E-06,6.13E-06,4.69E-06,0.000010351,1.08E-05,2.05E-07,2.17E-07,2.56E-07,3.35E-07,2.58E-07,-4.966005388,-4.821133988,-4.193189456,-4.951564063,-5.390338444,50.94309515
MCM6,-0.959799273,1.25E-51,-0.000090339,-0.000135096,-0.000084892,-8.56E-06,-1.56E-05,0.000241691,0.00036624,0.000217947,1.80E-05,3.33E-05,0.000151352,0.000231144,0.000133055,9.45E-06,1.76E-05,-0.675256012,-0.663997454,-0.71195462,-0.930777214,-0.916034227,50.90308999
KBTBD12,-2.314298541,1.36E-51,-1.45E-07,-1.96E-07,1.37E-06,-2.51E-08,-2.55E-07,3.22E-07,2.93E-07,3.67E-07,4.99E-07,3.61E-07,1.78E-07,9.73E-08,1.74E-06,4.74E-07,1.06E-07,-0.860921596,-1.590730742,2.24353078,-0.074356845,-1.768278552,50.86646109
DZIP1,-1.339587954,1.43E-51,-4.23E-05,-7.05E-05,-2.19E-06,-2.49E-06,-1.53E-06,4.24E-05,7.06E-05,2.31E-06,2.66E-06,1.62E-06,1.04E-07,8.70E-08,1.21E-07,1.70E-07,9.18E-08,-8.677095778,-9.664873131,-4.257085035,-3.970079974,-4.142713288,50.84466396
MTCH1,-0.619100212,1.52E-51,-1.86E-06,-2.40E-06,0.000012077,6.56E-06,-0.000029209,0.000039511,5.65E-05,0.000427178,0.000201452,0.000302724,3.76E-05,5.41E-05,0.000439255,0.000208012,0.000273515,-0.06972712,-0.062746196,0.040221359,0.04623063,-0.146383102,50.81815641
JRKL,-1.121981604,1.66E-51,-3.44E-05,-1.27E-05,-1.49E-05,-9.83E-06,-6.50E-06,3.45E-05,1.28E-05,1.50E-05,1.00E-05,6.60E-06,1.04E-07,8.52E-08,1.18E-07,1.71E-07,9.29E-08,-8.378529087,-7.229040551,-6.982579956,-5.869860792,-6.15056207,50.77989191
DEM1,-0.651315204,1.68E-51,-9.39E-06,-2.40E-06,-5.03E-06,-5.07E-06,-2.63E-06,9.48E-06,2.48E-06,5.14E-06,5.23E-06,2.72E-06,9.61E-08,7.89E-08,1.10E-07,1.59E-07,8.61E-08,-6.625229979,-4.971855917,-5.548786143,-5.042899808,-4.981543495,50.77469072
TAF11,-0.674265507,1.69E-51,-0.000288092,-3.28E-05,-8.86E-05,-0.000104488,-0.000184764,0.00029787,3.41E-05,9.19E-05,0.00010835,0.000189308,9.78E-06,1.29E-06,3.33E-06,3.86E-06,4.54E-06,-4.928961253,-4.728024949,-4.788510135,-4.8102408,-5.380543013,50.7721133
TYMS,-1.461799487,1.71E-51,-0.000266086,-0.00035233,-4.38E-05,-1.75E-05,-1.16E-05,0.000283551,0.000371727,4.67E-05,0.000019019,1.25E-05,1.75E-05,1.94E-05,2.93E-06,1.54E-06,8.53E-07,-4.021028395,-4.260360351,-3.998309182,-3.623491183,-3.86724066,50.76700389
CCL20,-2.998653227,1.93E-51,-1.30E-06,-9.55E-07,-1.63E-05,-6.01E-06,-1.51E-06,1.39E-06,1.03E-06,1.64E-05,6.15E-06,1.59E-06,8.67E-08,7.13E-08,9.91E-08,1.43E-07,7.77E-08,-3.999422438,-3.848612027,-7.374073869,-5.42654278,-4.354171695,50.71444269
MMP20,-5.827448543,2.29E-51,-5.81E-08,-5.43E-08,-6.63E-08,-8.83E-08,-6.99E-08,7.54E-08,6.86E-08,8.61E-08,1.17E-07,8.54E-08,1.73E-08,1.42E-08,1.98E-08,2.86E-08,1.55E-08,-2.121095388,-2.26726785,-2.119188161,-2.030904351,-2.458833674,50.64016452
STIL,-1.355742929,2.99E-51,-4.05E-05,-3.56E-05,-0.000178704,-0.000247508,-7.75E-06,4.06E-05,3.57E-05,0.000178885,0.000247766,7.88E-06,1.48E-07,1.22E-07,1.81E-07,2.58E-07,1.33E-07,-8.101464333,-8.187037776,-9.95010288,-9.908918825,-5.892645724,50.52432881
ZFP42,-6.473487352,3.09E-51,-2.51E-06,-2.04E-05,-1.87E-06,-2.39E-06,-3.95E-05,2.60E-06,2.05E-05,1.98E-06,2.54E-06,3.96E-05,9.26E-08,7.61E-08,1.06E-07,1.53E-07,8.30E-08,-4.812379813,-8.071805532,-4.223711993,-4.053520348,-8.897833331,50.51004152
DCBLD1,-1.066539386,3.22E-51,-3.20E-05,-7.76E-05,-1.06E-05,-2.29E-05,-1.62E-05,3.21E-05,7.77E-05,1.07E-05,2.30E-05,0.000016249,1.07E-07,8.80E-08,1.22E-07,1.77E-07,9.60E-08,-8.226382571,-9.786537113,-6.449873869,-7.026242859,-7.403747165,50.49214413
DMRT1,-4.796531687,3.74E-51,-5.81E-08,-5.43E-08,-6.63E-08,-8.83E-08,-6.99E-08,7.54E-08,6.86E-08,8.61E-08,1.17E-07,8.54E-08,1.73E-08,1.42E-08,1.98E-08,2.86E-08,1.55E-08,-2.121095388,-2.26726785,-2.119188161,-2.030904351,-2.458833674,50.4271284
CHEK2,-1.033593403,5.39E-51,-4.46E-06,-1.86E-05,-3.37E-06,-4.54E-06,-1.84E-06,4.65E-06,1.88E-05,3.62E-06,4.89E-06,2.00E-06,1.93E-07,1.67E-07,2.45E-07,3.48E-07,1.53E-07,-4.588945855,-6.817113528,-3.886550897,-3.812351689,-3.703262102,50.26841123
MAMLD1,-1.553159882,5.79E-51,-8.20E-06,-1.12E-05,-4.54E-06,-6.79E-05,-6.05E-06,8.41E-06,1.14E-05,4.78E-06,6.83E-05,6.21E-06,2.10E-07,1.90E-07,2.40E-07,4.10E-07,1.61E-07,-5.32640743,-5.909496657,-4.316006802,-7.381147829,-5.265763683,50.23732144
MSLN,-4.807067938,7.07E-51,-6.78E-05,-0.000243197,-0.000166055,-1.89E-05,-2.92E-06,6.80E-05,0.000243332,0.000166248,1.92E-05,3.05E-06,1.58E-07,1.35E-07,1.93E-07,2.52E-07,1.33E-07,-8.752017134,-10.81189821,-9.751537394,-6.25384499,-4.521260387,50.15058059
TTC13,-0.803910367,9.31E-51,-3.10E-05,-1.39E-05,-2.45E-05,-0.000185992,-9.21E-05,3.12E-05,1.41E-05,2.47E-05,0.000186305,9.23E-05,1.86E-07,1.52E-07,2.02E-07,3.13E-07,1.60E-07,-7.394564133,-6.535364613,-6.93388161,-9.216269736,-9.169047237,50.03105032
TTK,-1.728077931,9.91E-51,-0.000261926,-6.26E-05,-1.31E-05,-1.44E-05,-4.64E-05,0.00026218,6.28E-05,1.33E-05,1.47E-05,4.65E-05,2.54E-07,1.64E-07,2.09E-07,3.12E-07,1.63E-07,-10.00990691,-8.584041673,-5.993036458,-5.55679786,-8.15333728,50.00392635
NUS1,-0.681915895,1.01E-50,-1.08E-05,-1.01E-05,-0.000051814,-0.000107843,-0.000088867,3.87E-05,3.97E-05,0.000238192,0.000555346,0.000293031,2.79E-05,2.96E-05,0.000186378,0.000447503,0.000204164,-0.472534124,-0.424256899,-0.353893384,-0.311489547,-0.521324797,49.99567863
TET1,-1.225572656,1.05E-50,-5.81E-08,-5.43E-08,-6.63E-08,-8.83E-08,-6.99E-08,7.54E-08,6.86E-08,8.61E-08,1.17E-07,8.54E-08,1.73E-08,1.42E-08,1.98E-08,2.86E-08,1.55E-08,-2.121095388,-2.26726785,-2.119188161,-2.030904351,-2.458833674,49.9788107
